# dihedral_angle Energy(kcal/mol)
0.000000000000000000e+00 3.676439556612489223e+00
2.000000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+01 4.158302252666146691e-03
6.000000000000000000e+01 5.667581232468137933e-04
