# dihedral_angle Energy(kcal/mol)
0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 6.275090000000000146e+01
6.000000000000000000e+01 1.255018000000000029e+02
9.000000000000000000e+01 1.882527000000000328e+02
1.200000000000000000e+02 2.510036000000000058e+02
